deweyClass,title,checktimes,years,months,days
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2010,9,23
005.2762,"Head first PHP MySQL",1,2010,9,24
005.7585,"Microsoft Access projects with Microsoft SQL server",1,2010,9,24
005.133,"Programming Ruby the pragmatic programmers guide",1,2010,9,24
005.133,"Just enough C C programming",1,2010,9,24
005.2762,"JavaScript a beginners guide",1,2010,9,25
005.2762,"JavaScript the good parts",1,2010,9,25
005.2762,"Learning JavaScript",1,2010,9,25
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,9,25
005.7565,"Microsoft SQL server 2005 databse essentials step by step",1,2010,9,25
005.2762,"PHP in a nutshell",1,2010,9,26
005.117,"Programming in Objective C 2 0",1,2010,9,26
005.117,"Objective C for dummies",1,2010,9,27
005.117,"Programming in Objective C 2 0",1,2010,9,27
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2010,9,27
005.133,"Object oriented C data structures for real programmers",1,2010,9,27
005.133,"Joe Celkos SQL for smarties advanced SQL programming",1,2010,9,27
005.133,"Beginning Ruby from novice to professional",1,2010,9,27
005.133,"Programming Python",1,2010,9,27
005.133,"Java in a nutshell",1,2010,9,28
005.72,"PHP for the Web",1,2010,9,28
005.133,"Learning C 3 0",1,2010,9,28
005.133,"PHP a beginners guide",1,2010,9,28
005.133,"Bitter Java",1,2010,9,28
005.376,"Microsoft SQL Server 2005 for dummies",1,2010,9,28
005.2768,"Managed C and NET development",1,2010,9,29
005.72,"PHP for the Web",1,2010,9,29
005.2762,"Head first PHP MySQL",1,2010,9,29
005.71262,"JavaScript the missing manual",1,2010,10,1
005.117,"Objective C for dummies",1,2010,10,1
005.2762,"Web database applications with PHP and MySQL",1,2010,10,2
005.72,"JavaScript and DHTML cookbook",1,2010,10,2
005.133,"Programming Microsoft Visual C 2008 the language",1,2010,10,2
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,10,2
005.71262,"JavaScript a beginners guide",1,2010,10,3
005.72,"Instant PHP 4",1,2010,10,3
005.117,"Objective C for dummies",1,2010,10,3
005.133,"Java 2 for the World Wide Web",1,2010,10,3
005.133,"PHP developers cookbook",1,2010,10,3
005.133,"Learning C 3 0",1,2010,10,4
005.133,"Learning Python",2,2010,10,4
005.133,"PHP a beginners guide",1,2010,10,4
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2010,10,4
005.2762,"PHP in a nutshell",1,2010,10,4
005.133,"Java concurrency in practice",1,2010,10,4
005.133,"PHP a beginners guide",1,2010,10,5
005.2762,"How to do everything with JavaScript",1,2010,10,5
005.2762,"JavaScript a beginners guide",1,2010,10,5
005.133,"Programming Python",1,2010,10,5
005.133,"quick Python book",1,2010,10,5
005.133,"Programming C 3 0",1,2010,10,6
005.133,Python,1,2010,10,6
005.2762,"Spring into PHP 5",1,2010,10,6
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2010,10,6
005.133,"Head first Java",1,2010,10,6
005.118,"Sams teach yourself Visual C 2008 in 24 hours complete starter kit",1,2010,10,7
005.2762,"JavaScript the good parts",1,2010,10,7
005.2762,"Learning PHP MySQL and JavaScript",1,2010,10,7
005.2762,"PHP for teens",1,2010,10,7
005.133,"Learning Python",1,2010,10,7
005.72,"XML and PHP",1,2010,10,8
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2010,10,8
005.1,"Practical programming an introduction to computer science using Python",1,2010,10,8
005.133,"Head first JavaScript",1,2010,10,9
005.133,"Java in a nutshell",1,2010,10,9
005.72,"PHP and MySQL for dynamic Web sites",1,2010,10,9
005.7565,"Microsoft SQL server 2005 database essentials step by step",1,2010,10,11
005.133,Python,1,2010,10,11
005.133,"Python power the comprehensive guide",1,2010,10,11
005.133,"Sams teach yourself Java 6 in 21 days",1,2010,10,11
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,10,11
005.2762,"Learning PHP MySQL and JavaScript",1,2010,10,11
005.2762,"JavaScript a beginners guide",1,2010,10,12
005.133,"Python essential reference",1,2010,10,12
005.133,"Learning Python",1,2010,10,12
005.117,"Programming in Objective C 2 0",1,2010,10,12
005.2762,"Designing with Javascript creating dynamic Web pages",1,2010,10,12
005.71262,"Sams teach yourself JavaScript in 24 hours",1,2010,10,12
005.72,"MCAD MCSD self paced training kit Developing Web applications with Microsoft Visual Basic NET and Microsoft Visual C NET exams 70 305 and 70 315",1,2010,10,13
005.133,"Mobile information device profile for Java 2 MicroEdition",1,2010,10,13
005.72,"PHP for the Web",1,2010,10,13
005.133,"Programming C 3 0",1,2010,10,13
005.376,"Microsoft SQL Server 2005 for dummies",1,2010,10,14
005.2762,"How to do everything with JavaScript",1,2010,10,14
005.2762,"Learning JavaScript",1,2010,10,14
005.2762,"PHP 5 fast easy web development",1,2010,10,14
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",2,2010,10,14
005.133,"Programming C 3 0",1,2010,10,15
005.72,"PHP for the Web",1,2010,10,15
005.133,"Programming C 3 0",1,2010,10,16
005.133,Python,1,2010,10,16
005.133,"Python power the comprehensive guide",1,2010,10,16
005.133,"C C programmers reference",1,2010,10,16
005.133,"Just enough C C programming",1,2010,10,16
005.2762,"JavaScript a beginners guide",1,2010,10,16
005.2762,"Learning JavaScript",1,2010,10,16
005.276,"Beginning ASP NET 2 0 in C 2005 from novice to professional",1,2010,10,16
005.2762,"Advanced JavaScript insights and innovative techniques",1,2010,10,16
005.133,"Sams teach yourself Java 6 in 21 days",1,2010,10,17
005.2762,"Build your own database driven website using PHP MySQL",1,2010,10,19
005.2768,"Microsoft ASP NET programming with Microsoft Visual C NET step by step version 2003",1,2010,10,19
005.2768,"Microsoft Visual C NET step by step version 2003",1,2010,10,19
005.117,"Programming in Objective C 2 0",1,2010,10,19
005.118,"Sams teach yourself Visual C 2008 in 24 hours complete starter kit",1,2010,10,19
005.2762,"Head first PHP MySQL",1,2010,10,19
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2010,10,19
005.133,"Java in a nutshell",1,2010,10,19
005.133,"Joe Celkos SQL for smarties advanced SQL programming",1,2010,10,20
005.7565,"Sams teach yourself SQL in 21 days",1,2010,10,20
005.133,"Python power the comprehensive guide",1,2010,10,20
005.2762,"Learning PHP MySQL and JavaScript",1,2010,10,20
005.2762,"PHP in a nutshell",1,2010,10,20
005.118,"Sams teach yourself Visual C 2008 in 24 hours complete starter kit",1,2010,10,20
005.117,"Beginning Ruby on Rails",1,2010,10,21
005.71262,"Sams teach yourself JavaScript in 24 hours",1,2010,10,21
005.133,"Beginning Ruby from novice to professional",1,2010,10,21
005.133,"Head first JavaScript",1,2010,10,21
005.2762,"Head first PHP MySQL",1,2010,10,21
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2010,10,21
005.133,"Programming Python",1,2010,10,21
005.133,"Learning Python",1,2010,10,21
005.133,"PHP a beginners guide",1,2010,10,22
005.2762,"Web database applications with PHP and MySQL",1,2010,10,22
005.133,Ruby,1,2010,10,22
005.133,"Beginning C 2008 from novice to professional",1,2010,10,22
005.2762,"JavaScript the good parts",1,2010,10,22
005.2762,"JavaScript the good parts",1,2010,10,23
005.117,"Programming in Objective C 2 0",1,2010,10,23
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,10,23
005.133,"Joe Celkos SQL for smarties advanced SQL programming",1,2010,10,23
005.71262,"Java in a nutshell a desktop quick reference",1,2010,10,23
005.2768,"MCAD MCSD self paced training kit developing XML Web services and server components with Microsoft Visual Basic NET and Microsoft Visual C NET exams 70 310 and 70 320",1,2010,10,24
005.71262,"JavaScript the missing manual",1,2010,10,24
005.133,"Sams teach yourself Java 6 in 21 days",1,2010,10,24
005.7585,"Microsoft Access projects with Microsoft SQL server",1,2010,10,24
005.133,"Sams teach yourself C in 24 hours",1,2010,10,25
005.133,"PHP a beginners guide",1,2010,10,25
005.2762,"Learning PHP MySQL and JavaScript",1,2010,10,25
005.1,"Practical programming an introduction to computer science using Python",1,2010,10,25
005.133,"art of Java",1,2010,10,25
005.133,"Java in a nutshell",1,2010,10,25
005.133,"Programming Microsoft Visual C 2008 the language",1,2010,10,25
005.71262,"JavaScript the missing manual",1,2010,10,26
005.133,"Head first JavaScript",1,2010,10,26
005.133,"Programming C 3 0",1,2010,10,27
005.133,"Programming Python",1,2010,10,27
005.2762,"PHP in a nutshell",1,2010,10,27
005.133,"JavaScript the definitive guide",1,2010,10,27
005.1,"Practical programming an introduction to computer science using Python",1,2010,10,27
005.72,"PHP for the Web",1,2010,10,28
005.7565,"Microsoft SQL server 2005 database essentials step by step",1,2010,10,28
005.133,"Learning Python",1,2010,10,28
005.2762,"JavaScript a beginners guide",1,2010,10,28
005.133,Ruby,1,2010,10,29
005.2762,"Head first PHP MySQL",1,2010,10,30
005.2762,"How to do everything with JavaScript",1,2010,10,30
005.72,"XML and PHP",1,2010,10,30
005.7585,"XML and SQL Server 2000",1,2010,10,30
005.1,"Practical programming an introduction to computer science using Python",1,2010,10,30
005.2762,"Web database applications with PHP and MySQL",1,2010,10,30
005.133,"Illustrated C 2005",1,2010,10,30
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,10,31
005.133,"Head first JavaScript",1,2010,10,31
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2010,11,1
005.7585,"Oracle DBA SQL quick reference",1,2010,11,2
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,11,2
005.2762,"Build your own database driven website using PHP MySQL",1,2010,11,2
005.133,"Learning C 3 0",1,2010,11,2
005.133,"Learning Python",1,2010,11,3
005.7565,"Microsoft SQL server 2005 database essentials step by step",1,2010,11,3
005.133,"Programming C 3 0",1,2010,11,3
005.133,"Learning Python",1,2010,11,4
005.133,"Head first Java",1,2010,11,4
005.133,"Java and JMX building manageable systems",1,2010,11,5
005.133,"Sams teach yourself Java 6 in 21 days",1,2010,11,5
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2010,11,5
005.1,"Practical programming an introduction to computer science using Python",1,2010,11,6
005.133,"Beginning Ruby from novice to professional",1,2010,11,6
005.72,"PHP for the Web",1,2010,11,6
005.7565,"Microsoft SQL server 2005 database essentials step by step",1,2010,11,6
005.2762,"Head first PHP MySQL",1,2010,11,6
005.2762,"JavaScript the good parts",1,2010,11,6
005.2762,"Learning JavaScript",1,2010,11,6
005.2762,"How to do everything with JavaScript",1,2010,11,8
005.2762,"JavaScript a beginners guide",1,2010,11,8
005.2762,"JavaScript the good parts",1,2010,11,8
005.133,"PHP developers cookbook",1,2010,11,8
005.133,"Programming Ruby the pragmatic programmers guide",1,2010,11,8
005.2762,"Spring into PHP 5",1,2010,11,8
005.71262,"Sams teach yourself JavaScript in 24 hours",1,2010,11,8
005.133,"JavaScript the definitive guide",1,2010,11,8
005.133,"PHP a beginners guide",1,2010,11,9
005.2762,"JavaScript the good parts",1,2010,11,9
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,11,9
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2010,11,10
005.2762,"Designing with Javascript creating dynamic Web pages",1,2010,11,12
005.2762,"JavaScript a beginners guide",1,2010,11,12
005.72,"JavaScript and DHTML cookbook",1,2010,11,12
005.71262,"Sams teach yourself JavaScript in 24 hours",1,2010,11,13
005.133,"Learning C 3 0",2,2010,11,13
005.133,"PHP a beginners guide",1,2010,11,13
005.133,"PHP phrasebook essential code and commands",1,2010,11,13
005.72,"PHP and MySQL for dynamic Web sites",1,2010,11,13
005.72,"PHP for the Web",2,2010,11,13
005.133,"Beginning C 2008 from novice to professional",1,2010,11,13
005.2762,"Head first PHP MySQL",1,2010,11,13
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2010,11,13
005.2762,"Build your own database driven website using PHP MySQL",1,2010,11,13
005.2762,"Spring into PHP 5",1,2010,11,15
005.2762,"Web database applications with PHP and MySQL",1,2010,11,15
005.133,"Object oriented C data structures for real programmers",1,2010,11,15
005.2762,"JavaScript the good parts",1,2010,11,15
005.133,"Head first Java",1,2010,11,15
005.133,"Programming Microsoft Visual C 2008 the language",1,2010,11,15
005.133,Python,1,2010,11,15
005.133,"Python essential reference",1,2010,11,15
005.133,"Programming Microsoft Visual C 2008 the language",1,2010,11,16
005.133,"Programming Python",1,2010,11,16
005.133,"JavaScript the definitive guide",1,2010,11,16
005.133,"Just enough C C programming",1,2010,11,16
005.133,"Joe Celkos SQL for smarties advanced SQL programming",1,2010,11,17
005.2762,"Head first PHP MySQL",1,2010,11,17
005.2762,"JavaScript the good parts",1,2010,11,18
005.376,"Microsoft SQL Server 2005 for dummies",1,2010,11,18
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2010,11,19
005.71262,"JavaScript the missing manual",1,2010,11,20
005.2762,"Learning PHP MySQL and JavaScript",2,2010,11,20
005.7585,"Microsoft Access projects with Microsoft SQL server",1,2010,11,20
005.133,"Python power the comprehensive guide",1,2010,11,20
005.133,"Beginning programming with Java for dummies",1,2010,11,20
005.133,"Hardcore Java",1,2010,11,21
005.2762,"Learning PHP MySQL and JavaScript",1,2010,11,21
005.117,"Objective C for dummies",1,2010,11,21
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2010,11,21
005.71262,"Java in a nutshell a desktop quick reference",1,2010,11,21
005.133,"Sams teach yourself Java 2 in 21 days",1,2010,11,21
005.133,"How not to program in C 111 broken programs and 3 working ones or why does 22 5986",1,2010,11,21
005.118,"Sams teach yourself Visual C 2008 in 24 hours complete starter kit",1,2010,11,22
005.133,Python,1,2010,11,22
005.133,"Learning Python",1,2010,11,22
005.133,"Java in a nutshell",1,2010,11,23
005.133,"Sams teach yourself Java 6 in 21 days",1,2010,11,23
005.117,"Programming in Objective C 2 0",1,2010,11,23
005.71262,"JavaScript a beginners guide",1,2010,11,24
005.133,Ruby,1,2010,11,24
005.117,"Objective C for dummies",1,2010,11,26
005.117,"Programming in Objective C 2 0",2,2010,11,26
005.72,"PHP for the Web",2,2010,11,26
005.133,"PHP a beginners guide",1,2010,11,26
005.2762,"Build your own database driven website using PHP MySQL",1,2010,11,26
005.133,Python,1,2010,11,27
005.1,"Practical programming an introduction to computer science using Python",1,2010,11,27
005.117,"Objective C for dummies",1,2010,11,27
005.133,"Head first JavaScript",1,2010,11,29
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,11,29
005.133,"Learn Java for Android development",1,2010,11,29
005.133,"Learning Python",1,2010,11,29
005.2762,"How to do everything with JavaScript",1,2010,11,30
005.2762,"JavaScript the good parts",1,2010,11,30
005.2762,"Learning PHP MySQL and JavaScript",1,2010,11,30
005.133,"Sams teach yourself Java 6 in 21 days",1,2010,11,30
005.71262,"JavaScript the missing manual",1,2010,11,30
005.376,"Microsoft SQL Server 2005 for dummies",1,2010,12,1
005.133,"Python power the comprehensive guide",1,2010,12,1
005.133,"Learn Java for Android development",1,2010,12,2
005.133,"Head first Java",1,2010,12,2
005.133,"Head first JavaScript",1,2010,12,2
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,12,2
005.2768,"MCAD MCSD self paced training kit developing XML Web services and server components with Microsoft Visual Basic NET and Microsoft Visual C NET exams 70 310 and 70 320",1,2010,12,3
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,12,4
005.2762,"Advanced JavaScript insights and innovative techniques",1,2010,12,4
005.133,"Learning C 3 0",1,2010,12,4
005.133,"Programming C 3 0",1,2010,12,4
005.133,"Head first JavaScript",1,2010,12,4
005.133,"Programming Python",1,2010,12,5
005.133,Python,1,2010,12,5
005.133,"JavaScript the definitive guide",1,2010,12,5
005.133,"Learning Python",1,2010,12,6
005.71262,"JavaScript the missing manual",1,2010,12,6
005.1,"Practical programming an introduction to computer science using Python",1,2010,12,6
005.133,"Programming Ruby the pragmatic programmers guide",1,2010,12,6
005.133,Ruby,1,2010,12,6
005.2762,"JavaScript the good parts",1,2010,12,6
005.2762,"Learning JavaScript",1,2010,12,7
005.133,"Learning Python",1,2010,12,7
005.133,"Python power the comprehensive guide",1,2010,12,7
005.2762,"JavaScript the good parts",1,2010,12,8
005.2762,"Web database applications with PHP and MySQL",1,2010,12,8
005.71262,"Sams teach yourself JavaScript in 24 hours",1,2010,12,8
005.133,"Learning Python",1,2010,12,8
005.133,"Beginning Ruby from novice to professional",1,2010,12,8
005.2762,"Learning JavaScript",1,2010,12,9
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2010,12,9
005.133,Python,1,2010,12,9
005.133,Ruby,1,2010,12,10
005.133,"Just enough C C programming",1,2010,12,10
005.1,"Practical programming an introduction to computer science using Python",1,2010,12,10
005.2762,"JavaScript the good parts",1,2010,12,11
005.133,"Java in a nutshell",1,2010,12,11
005.133,"Sams teach yourself Java 6 in 21 days",1,2010,12,11
005.133,"Head first Java",1,2010,12,11
005.133,"quick Python book",1,2010,12,11
005.71262,"JavaScript the missing manual",1,2010,12,11
005.133,"Programming C 3 0",1,2010,12,12
005.133,"Programming C 3 0",1,2010,12,13
005.133,Python,1,2010,12,13
005.2762,"Learning JavaScript",1,2010,12,13
005.1,"Practical programming an introduction to computer science using Python",1,2010,12,13
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2010,12,13
005.2762,"Learning PHP MySQL and JavaScript",1,2010,12,14
005.133,Python,1,2010,12,14
005.133,"Learning Python",1,2010,12,14
005.2762,"Head first PHP MySQL",1,2010,12,15
005.2762,"JavaScript a beginners guide",1,2010,12,15
005.2762,"Learning PHP MySQL and JavaScript",1,2010,12,15
005.2762,"Designing with Javascript creating dynamic Web pages",1,2010,12,15
005.133,"JavaScript the definitive guide",1,2010,12,15
005.71262,"JavaScript the missing manual",1,2010,12,15
005.133,"Beginning C 2008 from novice to professional",1,2010,12,15
005.2762,"PHP for teens",1,2010,12,16
005.2762,"Learning PHP MySQL and JavaScript",1,2010,12,18
005.133,"Head first JavaScript",1,2010,12,18
005.133,"Joe Celkos SQL for smarties advanced SQL programming",1,2010,12,18
005.2762,"Head first PHP MySQL",1,2010,12,19
005.2762,"Web database applications with PHP and MySQL",1,2010,12,19
005.133,"Learning C 3 0",1,2010,12,20
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2010,12,20
005.2762,"PHP for teens",1,2010,12,20
005.2762,"Head first PHP MySQL",1,2010,12,21
005.2762,"JavaScript a beginners guide",1,2010,12,21
005.2762,"Learning JavaScript",1,2010,12,21
005.133,"PHP a beginners guide",1,2010,12,21
005.133,"Java concurrency in practice",1,2010,12,21
005.2762,"Advanced JavaScript insights and innovative techniques",1,2010,12,21
005.133,"Learn Java for Android development",1,2010,12,22
005.2762,"How to do everything with JavaScript",1,2010,12,22
005.7565,"Microsoft SQL server 2005 database essentials step by step",1,2010,12,22
005.376,"Microsoft SQL Server 2005 for dummies",1,2010,12,22
005.133,"JavaScript the definitive guide",1,2010,12,22
005.133,"Programming Microsoft Visual C 2008 the language",1,2010,12,22
005.133,"Python power the comprehensive guide",1,2010,12,23
005.133,"Learning Python",1,2010,12,23
005.133,"Sams teach yourself Java 6 in 21 days",1,2010,12,23
005.2762,"JavaScript the good parts",1,2010,12,26
005.262,"Java development with Ant",1,2010,12,27
005.133,"Programming Ruby the pragmatic programmers guide",1,2010,12,27
005.133,Ruby,1,2010,12,27
005.1,"Practical programming an introduction to computer science using Python",1,2010,12,27
005.2768,"Microsoft Visual C NET step by step version 2003",1,2010,12,27
005.133,"C C programmers reference",1,2010,12,27
005.133,Python,1,2010,12,28
005.2762,"PHP for teens",1,2010,12,28
005.133,"PHP a beginners guide",1,2010,12,28
005.133,"Java in a nutshell",1,2010,12,28
005.2762,"JavaScript a beginners guide",1,2010,12,29
005.2762,"JavaScript the good parts",1,2010,12,29
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2010,12,29
005.72,"XML and PHP",1,2010,12,29
005.133,"Programming Python",1,2010,12,29
005.71262,"JavaScript the missing manual",1,2010,12,29
005.117,"Objective C for dummies",1,2010,12,29
005.117,"Programming in Objective C 2 0",1,2010,12,29
005.133,"art of Java",1,2010,12,29
005.7565,"Microsoft SQL server 2005 database essentials step by step",1,2010,12,30
005.133,"Head first JavaScript",1,2010,12,30
005.133,"Learning Python",1,2010,12,30
005.133,Python,1,2010,12,30
005.133,Ruby,1,2010,12,31
005.2762,"Learning PHP MySQL and JavaScript",1,2010,12,31
005.133,"Programming C 3 0",1,2011,1,2
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2011,1,2
005.133,"Head first Java",2,2011,1,2
005.133,"Head first JavaScript",1,2011,1,3
005.133,"Programming Python",1,2011,1,3
005.2762,"JavaScript a beginners guide",1,2011,1,3
005.2762,"JavaScript the good parts",1,2011,1,3
005.2762,"Learning JavaScript",1,2011,1,3
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2011,1,3
005.133,"Java examples in a nutshell",1,2011,1,3
005.133,"Illustrated C 2005",1,2011,1,4
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2011,1,4
005.133,"Programming C 3 0",1,2011,1,4
005.133,"Sams teach yourself Java 6 in 21 days",1,2011,1,4
005.133,"Learning Python",1,2011,1,4
005.133,"Learn Java for Android development",1,2011,1,5
005.2762,"Head first PHP MySQL",1,2011,1,5
005.133,"Hardcore Java",1,2011,1,5
005.1,"Practical programming an introduction to computer science using Python",1,2011,1,5
005.133,"Sams teach yourself Java 2 in 21 days",1,2011,1,5
005.276,"Java and SOAP",1,2011,1,6
005.133,"Head first JavaScript",1,2011,1,6
005.2762,"JavaScript a beginners guide",1,2011,1,6
005.133,"Java 2 for the World Wide Web",1,2011,1,6
005.133,"PHP a beginners guide",1,2011,1,6
005.2768,"MCAD MCSD self paced training kit developing XML Web services and server components with Microsoft Visual Basic NET and Microsoft Visual C NET exams 70 310 and 70 320",1,2011,1,6
005.133,"quick Python book",1,2011,1,6
005.133,"JavaScript the definitive guide",1,2011,1,7
005.133,"Joe Celkos SQL for smarties advanced SQL programming",1,2011,1,7
005.2762,"Designing with Javascript creating dynamic Web pages",1,2011,1,7
005.117,"Beginning Ruby on Rails",1,2011,1,7
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2011,1,7
005.133,Python,1,2011,1,8
005.2762,"PHP in a nutshell",1,2011,1,8
005.72,"PHP and MySQL for dynamic Web sites",1,2011,1,8
005.72,"PHP for the Web",1,2011,1,9
005.133,"art of Java",1,2011,1,10
005.133,"Programming Microsoft Visual C 2008 the language",1,2011,1,10
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2011,1,10
005.71262,"JavaScript the missing manual",1,2011,1,10
005.133,"PHP a beginners guide",1,2011,1,10
005.133,"Learning C 3 0",1,2011,1,11
005.133,"Object oriented C data structures for real programmers",1,2011,1,11
005.2762,"JavaScript a beginners guide",1,2011,1,11
005.2762,"JavaScript the good parts",1,2011,1,11
005.133,"Programming Microsoft Visual C 2008 the language",1,2011,1,11
005.276,"Beginning ASP NET 2 0 in C 2005 from novice to professional",1,2011,1,11
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2011,1,13
005.7585,"Microsoft Access projects with Microsoft SQL server",1,2011,1,13
005.2762,"Learning PHP MySQL and JavaScript",1,2011,1,13
005.117,"Objective C for dummies",1,2011,1,14
005.133,"Java 2 J2SE 1 4 complete",1,2011,1,14
005.2768,"Microsoft ASP NET programming with Microsoft Visual C NET step by step version 2003",1,2011,1,14
005.1,"Practical programming an introduction to computer science using Python",1,2011,1,15
005.2762,"Learning PHP MySQL and JavaScript",1,2011,1,15
005.133,"Java in a nutshell",1,2011,1,15
005.1,"Practical programming an introduction to computer science using Python",1,2011,1,16
005.117,"Beginning Ruby on Rails",1,2011,1,16
005.133,Ruby,1,2011,1,16
005.133,"Java 2 exam cram",1,2011,1,18
005.2762,"Web database applications with PHP and MySQL",2,2011,1,18
005.2768,"Managed C and NET development",1,2011,1,18
005.2762,"Build your own database driven website using PHP MySQL",1,2011,1,18
005.72,"PHP for the Web",1,2011,1,18
005.2762,"Head first PHP MySQL",1,2011,1,18
005.2762,"Learning JavaScript",1,2011,1,18
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2011,1,18
005.133,"Learning C 3 0",1,2011,1,19
005.133,"PHP a beginners guide",1,2011,1,19
005.133,"Head first Java",1,2011,1,19
005.133,"How not to program in C 111 broken programs and 3 working ones or why does 22 5986",1,2011,1,19
005.133,"Java concurrency in practice",1,2011,1,19
005.276,"Beginning ASP NET 2 0 in C 2005 from novice to professional",1,2011,1,19
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2011,1,20
005.133,"Programming Python",1,2011,1,20
005.133,"Just enough C C programming",1,2011,1,20
005.1,"Practical programming an introduction to computer science using Python",1,2011,1,20
005.118,"Sams teach yourself Visual C 2008 in 24 hours complete starter kit",1,2011,1,20
005.7565,"Microsoft SQL server 2005 database essentials step by step",1,2011,1,20
005.133,"Beginning C 2008 from novice to professional",1,2011,1,22
005.133,"Sams teach yourself Java 6 in 21 days",1,2011,1,22
005.2762,"Designing with Javascript creating dynamic Web pages",1,2011,1,22
005.1,"Practical programming an introduction to computer science using Python",2,2011,1,22
005.117,"Objective C for dummies",1,2011,1,22
005.117,"Programming in Objective C 2 0",1,2011,1,22
005.133,"Illustrated C 2005",1,2011,1,22
005.133,"Learning C 3 0",1,2011,1,22
005.133,"Learning Python",1,2011,1,22
005.133,"Beginning Ruby from novice to professional",1,2011,1,23
005.133,"C C programmers reference",1,2011,1,23
005.71262,"JavaScript the missing manual",1,2011,1,23
005.72,"MCAD MCSD self paced training kit Developing Web applications with Microsoft Visual Basic NET and Microsoft Visual C NET exams 70 305 and 70 315",1,2011,1,24
005.133,"Beginning C 2008 from novice to professional",1,2011,1,24
005.133,"Head first Java",1,2011,1,24
005.2762,"Head first PHP MySQL",1,2011,1,24
005.133,"Java examples in a nutshell",1,2011,1,24
005.133,"Sams teach yourself SQL in one hour a day",1,2011,1,24
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2011,1,24
005.133,"Beginning C 2008 from novice to professional",1,2011,1,25
005.133,Python,1,2011,1,25
005.72,"PHP for the Web",1,2011,1,25
005.7585,"Transact SQL desk reference",1,2011,1,25
005.133,"Sams teach yourself C in 24 hours",1,2011,1,25
005.133,"Sams teach yourself SQL in one hour a day",2,2011,1,25
005.2762,"Build your own database driven website using PHP MySQL",1,2011,1,25
005.2762,"PHP in a nutshell",1,2011,1,25
005.133,"Joe Celkos SQL for smarties advanced SQL programming",1,2011,1,25
005.133,"Programming Python",1,2011,1,26
005.1,"Practical programming an introduction to computer science using Python",1,2011,1,26
005.133,"PHP a beginners guide",1,2011,1,26
005.133,"Programming Ruby the pragmatic programmers guide",1,2011,1,27
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",2,2011,1,27
005.2762,"JavaScript a beginners guide",1,2011,1,28
005.133,"Joe Celkos SQL for smarties advanced SQL programming",1,2011,1,28
005.133,"Learning Python",1,2011,1,29
005.133,Ruby,1,2011,1,29
005.72,"PHP for the Web",2,2011,1,29
005.2762,"Learning JavaScript",1,2011,1,31
005.71262,"JavaScript the missing manual",2,2011,1,31
005.71262,"Sams teach yourself JavaScript in 24 hours",1,2011,1,31
005.133,"Beginning programming with Java for dummies",1,2011,1,31
005.133,"Head first JavaScript",1,2011,1,31
005.133,"Sams teach yourself Java 6 in 21 days",1,2011,1,31
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2011,1,31
005.2762,"Advanced JavaScript insights and innovative techniques",1,2011,1,31
005.71262,"JavaScript the missing manual",1,2011,2,1
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2011,2,1
